[2025-07-22 16:44:14] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:32] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:32] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:32] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:33] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:33] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:33] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:33] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:33] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:33] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:33] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:33] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:33] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:33] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:33] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:34] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:34] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:34] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:34] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:34] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:34] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:34] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:34] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:34] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:35] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:35] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:35] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:35] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:35] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:35] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:35] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:35] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:35] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:35] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:36] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:36] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:36] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:36] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:36] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:36] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:36] [INFO] [RuleStrategyB] [RuleB] 진입: price=93.5010, volume=505.45, EMA60=87.93, EMA120=87.86
[2025-07-22 17:22:36] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:36] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:38] [INFO] [RuleStrategyB] [RuleB] 진입: price=92.4330, volume=445.64, EMA60=88.81, EMA120=87.96
[2025-07-22 17:22:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:38] [INFO] [RuleStrategyB] [RuleB] 진입: price=96.9988, volume=470.45, EMA60=89.28, EMA120=88.01
[2025-07-22 17:22:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:39] [INFO] [RuleStrategyB] [RuleB] 진입: price=94.8789, volume=384.37, EMA60=89.47, EMA120=88.06
[2025-07-22 17:22:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 17:22:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 18:59:37] [INFO] [RuleStrategyB] [RuleB] 진입: price=103.7176, volume=336.78, EMA60=103.06, EMA120=102.78
[2025-07-22 18:59:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:37] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:38] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
